"regime","hs6_query","national_tariff_code","description","current_rate","source_file","source_sha256"
"ACFTA","870870","8708702100","- - - For vehicles of heading 87.01","0","JKDM_HS_Explorer_ACFTA_870870_RATE_2026.html","2fa5c40b515aa588cdafc1f396a682f07e969e1d2b1df722f46c66c33727505e"
"ACFTA","870870","8708702200","- - - For vehicles of heading 87.03","0","JKDM_HS_Explorer_ACFTA_870870_RATE_2026.html","2fa5c40b515aa588cdafc1f396a682f07e969e1d2b1df722f46c66c33727505e"
"ACFTA","870870","8708702300","- - - For vehicles of heading 87.02 or 87.04 (excluding subheading 8704.10)","0","JKDM_HS_Explorer_ACFTA_870870_RATE_2026.html","2fa5c40b515aa588cdafc1f396a682f07e969e1d2b1df722f46c66c33727505e"
"ACFTA","870870","8708702900","- - - Other","0","JKDM_HS_Explorer_ACFTA_870870_RATE_2026.html","2fa5c40b515aa588cdafc1f396a682f07e969e1d2b1df722f46c66c33727505e"
"ACFTA","870870","8708703100","- - - For vehicles of heading 87.01","0","JKDM_HS_Explorer_ACFTA_870870_RATE_2026.html","2fa5c40b515aa588cdafc1f396a682f07e969e1d2b1df722f46c66c33727505e"
"ACFTA","870870","8708703200","- - - For vehicles of heading 87.03","0","JKDM_HS_Explorer_ACFTA_870870_RATE_2026.html","2fa5c40b515aa588cdafc1f396a682f07e969e1d2b1df722f46c66c33727505e"
"ACFTA","870870","8708703300","- - - For dumpers designed for off-highway use with g.v.w. exceeding 45 t","0","JKDM_HS_Explorer_ACFTA_870870_RATE_2026.html","2fa5c40b515aa588cdafc1f396a682f07e969e1d2b1df722f46c66c33727505e"
"ACFTA","870870","8708703400","- - - For vehicles of heading 87.02 or other vehicles of heading 87.04","0","JKDM_HS_Explorer_ACFTA_870870_RATE_2026.html","2fa5c40b515aa588cdafc1f396a682f07e969e1d2b1df722f46c66c33727505e"
"ACFTA","870870","8708703900","- - - Other","0","JKDM_HS_Explorer_ACFTA_870870_RATE_2026.html","2fa5c40b515aa588cdafc1f396a682f07e969e1d2b1df722f46c66c33727505e"
"ACFTA","870870","8708709500","- - - For vehicles of heading 87.01","0","JKDM_HS_Explorer_ACFTA_870870_RATE_2026.html","2fa5c40b515aa588cdafc1f396a682f07e969e1d2b1df722f46c66c33727505e"
"ACFTA","870870","8708709600","- - - For vehicles of heading 87.02 or 87.04","0","JKDM_HS_Explorer_ACFTA_870870_RATE_2026.html","2fa5c40b515aa588cdafc1f396a682f07e969e1d2b1df722f46c66c33727505e"
"ACFTA","870870","8708709700","- - - For vehicles of heading 87.03","0","JKDM_HS_Explorer_ACFTA_870870_RATE_2026.html","2fa5c40b515aa588cdafc1f396a682f07e969e1d2b1df722f46c66c33727505e"
"ACFTA","870870","8708709900","- - - Other","0","JKDM_HS_Explorer_ACFTA_870870_RATE_2026.html","2fa5c40b515aa588cdafc1f396a682f07e969e1d2b1df722f46c66c33727505e"
"ACFTA","870880","870880","- Suspension systems and parts thereof (including shock- absorbers) :","","JKDM_HS_Explorer_ACFTA_870880_RATE_2026.html","ef612ecfa42aef5d1bfe9a43d376792b1cf1694d2ba0120351385d76109141aa"
"ACFTA","870880","8708801500","- - - For vehicles of heading 87.01","0","JKDM_HS_Explorer_ACFTA_870880_RATE_2026.html","ef612ecfa42aef5d1bfe9a43d376792b1cf1694d2ba0120351385d76109141aa"
"ACFTA","870880","8708801600","- - - For vehicles of heading 87.03","0","JKDM_HS_Explorer_ACFTA_870880_RATE_2026.html","ef612ecfa42aef5d1bfe9a43d376792b1cf1694d2ba0120351385d76109141aa"
"ACFTA","870880","8708801700","- - - For vehicles of subheading 8704.10 or heading 87.05","0","JKDM_HS_Explorer_ACFTA_870880_RATE_2026.html","ef612ecfa42aef5d1bfe9a43d376792b1cf1694d2ba0120351385d76109141aa"
"ACFTA","870880","8708801900","- - - Other","0","JKDM_HS_Explorer_ACFTA_870880_RATE_2026.html","ef612ecfa42aef5d1bfe9a43d376792b1cf1694d2ba0120351385d76109141aa"
"ACFTA","870880","8708809100","- - - For vehicles of heading 87.01","0","JKDM_HS_Explorer_ACFTA_870880_RATE_2026.html","ef612ecfa42aef5d1bfe9a43d376792b1cf1694d2ba0120351385d76109141aa"
"ACFTA","870880","8708809200","- - - For vehicles of heading 87.03","0","JKDM_HS_Explorer_ACFTA_870880_RATE_2026.html","ef612ecfa42aef5d1bfe9a43d376792b1cf1694d2ba0120351385d76109141aa"
"ACFTA","870880","8708809900","- - - Other","0","JKDM_HS_Explorer_ACFTA_870880_RATE_2026.html","ef612ecfa42aef5d1bfe9a43d376792b1cf1694d2ba0120351385d76109141aa"
"ACFTA","870891","870891","- - Radiators and parts thereof :","","JKDM_HS_Explorer_ACFTA_870891_RATE_2026.html","146d98fcbae2be8c7d6c73c6cd33ea83f5b2cd5eef62cd423efaf4915bd6ccd2"
"ACFTA","870891","8708911500","- - - - For vehicles of heading 87.01","0","JKDM_HS_Explorer_ACFTA_870891_RATE_2026.html","146d98fcbae2be8c7d6c73c6cd33ea83f5b2cd5eef62cd423efaf4915bd6ccd2"
"ACFTA","870891","8708911600","- - - - For vehicles of heading 87.03","0","JKDM_HS_Explorer_ACFTA_870891_RATE_2026.html","146d98fcbae2be8c7d6c73c6cd33ea83f5b2cd5eef62cd423efaf4915bd6ccd2"
"ACFTA","870891","8708911700","- - - - - For vehicles of subheading 8704.10","0","JKDM_HS_Explorer_ACFTA_870891_RATE_2026.html","146d98fcbae2be8c7d6c73c6cd33ea83f5b2cd5eef62cd423efaf4915bd6ccd2"
"ACFTA","870891","8708911800","- - - - - Other","0","JKDM_HS_Explorer_ACFTA_870891_RATE_2026.html","146d98fcbae2be8c7d6c73c6cd33ea83f5b2cd5eef62cd423efaf4915bd6ccd2"
"ACFTA","870891","8708911900","- - - - Other","0","JKDM_HS_Explorer_ACFTA_870891_RATE_2026.html","146d98fcbae2be8c7d6c73c6cd33ea83f5b2cd5eef62cd423efaf4915bd6ccd2"
"ACFTA","870891","8708919100","- - - - For vehicles of heading 87.01","0","JKDM_HS_Explorer_ACFTA_870891_RATE_2026.html","146d98fcbae2be8c7d6c73c6cd33ea83f5b2cd5eef62cd423efaf4915bd6ccd2"
"ACFTA","870891","8708919300","- - - - Drain plugs, for vehicles of heading 87.03","0","JKDM_HS_Explorer_ACFTA_870891_RATE_2026.html","146d98fcbae2be8c7d6c73c6cd33ea83f5b2cd5eef62cd423efaf4915bd6ccd2"
"ACFTA","870891","8708919400","- - - - Drain plugs, for vehicles of heading 87.02 or 87.04 (excluding subheading 8704.10)","0","JKDM_HS_Explorer_ACFTA_870891_RATE_2026.html","146d98fcbae2be8c7d6c73c6cd33ea83f5b2cd5eef62cd423efaf4915bd6ccd2"
"ACFTA","870891","8708919500","- - - - Other, for vehicles of heading 87.03","0","JKDM_HS_Explorer_ACFTA_870891_RATE_2026.html","146d98fcbae2be8c7d6c73c6cd33ea83f5b2cd5eef62cd423efaf4915bd6ccd2"
"ACFTA","870891","8708919900","- - - - Other","0","JKDM_HS_Explorer_ACFTA_870891_RATE_2026.html","146d98fcbae2be8c7d6c73c6cd33ea83f5b2cd5eef62cd423efaf4915bd6ccd2"
"ACFTA","870892","870892","- - Silencers (mufflers) and exhaust pipes; parts thereof :","","JKDM_HS_Explorer_ACFTA_870892_RATE_2026.html","0b7147704ee5f777dc7c6e0e52290c2d435935eed08e824b4e8e7c80ea75070d"
"ACFTA","870892","8708921000","- - - For vehicles of heading 87.01","0","JKDM_HS_Explorer_ACFTA_870892_RATE_2026.html","0b7147704ee5f777dc7c6e0e52290c2d435935eed08e824b4e8e7c80ea75070d"
"ACFTA","870892","8708922000","- - - For vehicles of heading 87.03","0","JKDM_HS_Explorer_ACFTA_870892_RATE_2026.html","0b7147704ee5f777dc7c6e0e52290c2d435935eed08e824b4e8e7c80ea75070d"
"ACFTA","870892","8708925100","- - - - Silencers (mufflers) and exhaust pipes","0","JKDM_HS_Explorer_ACFTA_870892_RATE_2026.html","0b7147704ee5f777dc7c6e0e52290c2d435935eed08e824b4e8e7c80ea75070d"
"ACFTA","870892","8708925200","- - - - Parts","0","JKDM_HS_Explorer_ACFTA_870892_RATE_2026.html","0b7147704ee5f777dc7c6e0e52290c2d435935eed08e824b4e8e7c80ea75070d"
"ACFTA","870892","8708926100","- - - - Silencers (mufflers) and exhaust pipes","0","JKDM_HS_Explorer_ACFTA_870892_RATE_2026.html","0b7147704ee5f777dc7c6e0e52290c2d435935eed08e824b4e8e7c80ea75070d"
"ACFTA","870892","8708926200","- - - - Parts","0","JKDM_HS_Explorer_ACFTA_870892_RATE_2026.html","0b7147704ee5f777dc7c6e0e52290c2d435935eed08e824b4e8e7c80ea75070d"
"ACFTA","870892","8708929000","- - - Other","0","JKDM_HS_Explorer_ACFTA_870892_RATE_2026.html","0b7147704ee5f777dc7c6e0e52290c2d435935eed08e824b4e8e7c80ea75070d"
"ACFTA","870893","870893","- - Clutches and parts thereof :","","JKDM_HS_Explorer_ACFTA_870893_RATE_2026.html","78aeebedd87f36f2c57882ce9585395175f8da6dc5a4039ef4ee52efa68b4c54"
"ACFTA","870893","8708935000","- - - For vehicles of heading 87.01","0","JKDM_HS_Explorer_ACFTA_870893_RATE_2026.html","78aeebedd87f36f2c57882ce9585395175f8da6dc5a4039ef4ee52efa68b4c54"
"ACFTA","870893","8708936000","- - - For vehicles of heading 87.03","0","JKDM_HS_Explorer_ACFTA_870893_RATE_2026.html","78aeebedd87f36f2c57882ce9585395175f8da6dc5a4039ef4ee52efa68b4c54"
"ACFTA","870893","8708937000","- - - For vehicles of heading 87.04 or 87.05","0","JKDM_HS_Explorer_ACFTA_870893_RATE_2026.html","78aeebedd87f36f2c57882ce9585395175f8da6dc5a4039ef4ee52efa68b4c54"
"ACFTA","870893","8708939000","- - - Other","0","JKDM_HS_Explorer_ACFTA_870893_RATE_2026.html","78aeebedd87f36f2c57882ce9585395175f8da6dc5a4039ef4ee52efa68b4c54"
"ACFTA","870894","870894","- - Steering wheels, steering columns and steering boxes; parts thereof :","","JKDM_HS_Explorer_ACFTA_870894_RATE_2026.html","fd195eea2aa05d377d1c11c21ffa08f36083e328e7f8361a2357b1387ae46907"
"ACFTA","870894","8708941100","- - - - For vehicles of heading 87.01","0","JKDM_HS_Explorer_ACFTA_870894_RATE_2026.html","fd195eea2aa05d377d1c11c21ffa08f36083e328e7f8361a2357b1387ae46907"
"ACFTA","870894","8708941900","- - - - Other","0","JKDM_HS_Explorer_ACFTA_870894_RATE_2026.html","fd195eea2aa05d377d1c11c21ffa08f36083e328e7f8361a2357b1387ae46907"
"ACFTA","870894","8708949400","- - - - For vehicles of heading 87.01","0","JKDM_HS_Explorer_ACFTA_870894_RATE_2026.html","fd195eea2aa05d377d1c11c21ffa08f36083e328e7f8361a2357b1387ae46907"
"ACFTA","870894","8708949500","- - - - For vehicles of heading 87.03","0","JKDM_HS_Explorer_ACFTA_870894_RATE_2026.html","fd195eea2aa05d377d1c11c21ffa08f36083e328e7f8361a2357b1387ae46907"
"ACFTA","870894","8708949900","- - - - Other","0","JKDM_HS_Explorer_ACFTA_870894_RATE_2026.html","fd195eea2aa05d377d1c11c21ffa08f36083e328e7f8361a2357b1387ae46907"
"ACFTA","870895","870895","- - Safety airbags with inflater system; parts thereof :","","JKDM_HS_Explorer_ACFTA_870895_RATE_2026.html","715186a68d2b24fd4d350dfc747f6eb73c42511d1861430d72515ad0cb0af4e7"
"ACFTA","870895","8708951000","- - - Safety airbags with inflater system","0","JKDM_HS_Explorer_ACFTA_870895_RATE_2026.html","715186a68d2b24fd4d350dfc747f6eb73c42511d1861430d72515ad0cb0af4e7"
"ACFTA","870895","8708959000","- - - Parts","0","JKDM_HS_Explorer_ACFTA_870895_RATE_2026.html","715186a68d2b24fd4d350dfc747f6eb73c42511d1861430d72515ad0cb0af4e7"
"ACFTA","870899","870899","- - Other :","","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708991100","- - - - Unassembled fuel tanks; engine brackets","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708991900","- - - - Other","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708992100","- - - - - Fuel tanks","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708992400","- - - - - Lower half of the fuel tank; fuel caps; filler pipes; filler hose assembly; fuel tank bands","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708992500","- - - - - Other parts","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708993000","- - - - Accelerator, brake or clutch pedals","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708994000","- - - - Battery carriers or trays and brackets therefor","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708995000","- - - - Radiator shrouds","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708996100","- - - - - For vehicles of heading 87.02","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708996200","- - - - - For vehicles of heading 87.03","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708996300","- - - - - For vehicles of heading 87.04","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708997000","- - - - Engine brackets","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708998000","- - - - Other","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708999100","- - - - Unassembled fuel tanks; engine brackets","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","870899","8708999900","- - - - Other","0","JKDM_HS_Explorer_ACFTA_870899_RATE_2026.html","61f55e68029088da60bc154d253c47081a4f0b4e9f66222aff9445c46571bd77"
"ACFTA","902920","902920","- Speed indicators and tachometers; stroboscopes :","","JKDM_HS_Explorer_ACFTA_902920_RATE_2026.html","63061daac95b40352e238ead996e25e9404a4271ba7ead5c7f80a60e861c99ca"
"ACFTA","902920","9029201000","- - Speedometers for motor vehicles","0","JKDM_HS_Explorer_ACFTA_902920_RATE_2026.html","63061daac95b40352e238ead996e25e9404a4271ba7ead5c7f80a60e861c99ca"
"ACFTA","902920","9029202000","- - Tachometers for motor vehicles","0","JKDM_HS_Explorer_ACFTA_902920_RATE_2026.html","63061daac95b40352e238ead996e25e9404a4271ba7ead5c7f80a60e861c99ca"
"ACFTA","902920","9029209000","- - Other","0","JKDM_HS_Explorer_ACFTA_902920_RATE_2026.html","63061daac95b40352e238ead996e25e9404a4271ba7ead5c7f80a60e861c99ca"
"ACFTA","903289","903289","- - Other :","","JKDM_HS_Explorer_ACFTA_903289_RATE_2026.html","facd11b888058b29518391a24b0ad6e4e98f8551c8ae5f641d1442667fb56944"
"ACFTA","903289","9032891000","- - - Instruments and apparatus incorporating or working in conjunction with an automatic data processing machine, for automatically regulating or controlling the propulsion, ballast or cargo handling systems of ships","0","JKDM_HS_Explorer_ACFTA_903289_RATE_2026.html","facd11b888058b29518391a24b0ad6e4e98f8551c8ae5f641d1442667fb56944"
"ACFTA","903289","9032892000","- - - Automatic instruments and apparatus for regulating or controlling chemical or electrochemical solutions in the manufacture of printed circuit boards/printed wiring boards or printed circuit assemblies","0","JKDM_HS_Explorer_ACFTA_903289_RATE_2026.html","facd11b888058b29518391a24b0ad6e4e98f8551c8ae5f641d1442667fb56944"
"ACFTA","903289","9032893100","- - - - Automatic regulating voltage units (stabilisers)","0","JKDM_HS_Explorer_ACFTA_903289_RATE_2026.html","facd11b888058b29518391a24b0ad6e4e98f8551c8ae5f641d1442667fb56944"
"ACFTA","903289","9032893900","- - - - Other","0","JKDM_HS_Explorer_ACFTA_903289_RATE_2026.html","facd11b888058b29518391a24b0ad6e4e98f8551c8ae5f641d1442667fb56944"
"ACFTA","903289","9032899000","- - - Other","0","JKDM_HS_Explorer_ACFTA_903289_RATE_2026.html","facd11b888058b29518391a24b0ad6e4e98f8551c8ae5f641d1442667fb56944"
"ACFTA","940120","940120","- Seats of a kind used for motor vehicles :","","JKDM_HS_Explorer_ACFTA_940120_RATE_2026.html","49183c8e0ef109fa8e308f37d3add2438138fb2f0ed5057befb3b8d7f231ea66"
"ACFTA","940120","9401201000","- - Of a kind used for vehicles of heading 87.02, 87.03 or 87.04","0","JKDM_HS_Explorer_ACFTA_940120_RATE_2026.html","49183c8e0ef109fa8e308f37d3add2438138fb2f0ed5057befb3b8d7f231ea66"
"ACFTA","940120","9401209000","- - Other","0","JKDM_HS_Explorer_ACFTA_940120_RATE_2026.html","49183c8e0ef109fa8e308f37d3add2438138fb2f0ed5057befb3b8d7f231ea66"
"RCEP","400932","4009321000","- - - Mining slurry suction and discharge hoses","30.0%","JKDM_HS_Explorer_RCEP_400932_RATE_2026.html","9ff5f5fd3e657a1d78c54a2ba78c0cf7bcbdecf306f85ff874b6a0acb1d54fb0"
"RCEP","400932","4009322000","- - - Rubber hose of a kind used for gas stove","30.0%","JKDM_HS_Explorer_RCEP_400932_RATE_2026.html","9ff5f5fd3e657a1d78c54a2ba78c0cf7bcbdecf306f85ff874b6a0acb1d54fb0"
"RCEP","400932","4009329000","- - - Other","30.0%","JKDM_HS_Explorer_RCEP_400932_RATE_2026.html","9ff5f5fd3e657a1d78c54a2ba78c0cf7bcbdecf306f85ff874b6a0acb1d54fb0"
"RCEP","401110","4011100000","- Of a kind used on motor cars (including station","40.0%","JKDM_HS_Explorer_RCEP_401110_RATE_2026.html","6fdd2aeb50542de7179a673251a3cb99bcf316465188f9cdf7cc21e5d696d82a"
"RCEP","681381","6813810000","- - Brake linings and pads","30.0%","JKDM_HS_Explorer_RCEP_681381_RATE_2026.html","71c1d0e76fa94c49fcecbec02d2cd54d29c181b5eed9d1678f934b5a705c2b44"
"RCEP","700721","7007211000","- - - Suitable for vehicles of Chapter 87","30.0%","JKDM_HS_Explorer_RCEP_700721_RATE_2026.html","8307c20ef81d23062d85acbc61f2ff52e9043b0ce61df4e64ace01474b6993fa"
"RCEP","700721","7007212000","- - - Suitable for aircraft or spacecraft of Chapt","30.0%","JKDM_HS_Explorer_RCEP_700721_RATE_2026.html","8307c20ef81d23062d85acbc61f2ff52e9043b0ce61df4e64ace01474b6993fa"
"RCEP","700721","7007213000","- - - Suitable for railway or tramway locomotives","30.0%","JKDM_HS_Explorer_RCEP_700721_RATE_2026.html","8307c20ef81d23062d85acbc61f2ff52e9043b0ce61df4e64ace01474b6993fa"
"RCEP","700721","7007214000","- - - Suitable for vessels of Chapter 89","30.0%","JKDM_HS_Explorer_RCEP_700721_RATE_2026.html","8307c20ef81d23062d85acbc61f2ff52e9043b0ce61df4e64ace01474b6993fa"
"RCEP","700910","7009100000","- Rear-view mirrors for vehicles","0.0%","JKDM_HS_Explorer_RCEP_700910_RATE_2026.html","b50c51d4dfc90f6be6031ee60dff26354306e37d6295e5a3c4a10798b592683f"
"RCEP","732010","7320101100","- - - Suitable for use on motor vehicles of headin","4.5%","JKDM_HS_Explorer_RCEP_732010_RATE_2026.html","13a728508969d5f1120940ca5797e547515cdaca4f75a235ecff2c157f311d1b"
"RCEP","732010","7320101200","- - - Suitable for use on other motor vehicles","4.5%","JKDM_HS_Explorer_RCEP_732010_RATE_2026.html","13a728508969d5f1120940ca5797e547515cdaca4f75a235ecff2c157f311d1b"
"RCEP","732010","7320101900","- - - Other","4.5%","JKDM_HS_Explorer_RCEP_732010_RATE_2026.html","13a728508969d5f1120940ca5797e547515cdaca4f75a235ecff2c157f311d1b"
"RCEP","732010","7320109000","- - Other","4.5%","JKDM_HS_Explorer_RCEP_732010_RATE_2026.html","13a728508969d5f1120940ca5797e547515cdaca4f75a235ecff2c157f311d1b"
"RCEP","732020","7320201100","- - - For motor vehicles","4.5%","JKDM_HS_Explorer_RCEP_732020_RATE_2026.html","3f1691daa99782c8f000b8c64daf7e9283647854e28c2d0f46982587aed9d7af"
"RCEP","732020","7320201200","- - - For earth-moving machinery","4.5%","JKDM_HS_Explorer_RCEP_732020_RATE_2026.html","3f1691daa99782c8f000b8c64daf7e9283647854e28c2d0f46982587aed9d7af"
"RCEP","732020","7320201900","- - - Other","4.5%","JKDM_HS_Explorer_RCEP_732020_RATE_2026.html","3f1691daa99782c8f000b8c64daf7e9283647854e28c2d0f46982587aed9d7af"
"RCEP","732020","7320209000","- - Other","4.5%","JKDM_HS_Explorer_RCEP_732020_RATE_2026.html","3f1691daa99782c8f000b8c64daf7e9283647854e28c2d0f46982587aed9d7af"
"RCEP","840734","8407344000","- - - - For pedestrian controlled tractors, of a c","0.0%","JKDM_HS_Explorer_RCEP_840734_RATE_2026.html","76988ee76043883d457bb60d2030ba48c546218b190a965e409edfb61f1cc244"
"RCEP","840734","8407345000","- - - - For other vehicles of heading 87.01","0.0%","JKDM_HS_Explorer_RCEP_840734_RATE_2026.html","76988ee76043883d457bb60d2030ba48c546218b190a965e409edfb61f1cc244"
"RCEP","840734","8407346000","- - - - For vehicles of heading 87.11","0.0%","JKDM_HS_Explorer_RCEP_840734_RATE_2026.html","76988ee76043883d457bb60d2030ba48c546218b190a965e409edfb61f1cc244"
"RCEP","840734","8407347100","- - - - - Of a cylinder capacity not exceeding 2,0","0.0%","JKDM_HS_Explorer_RCEP_840734_RATE_2026.html","76988ee76043883d457bb60d2030ba48c546218b190a965e409edfb61f1cc244"
"RCEP","840734","8407347200","- - - - - Of a cylinder capacity exceeding 2,000 c","0.0%","JKDM_HS_Explorer_RCEP_840734_RATE_2026.html","76988ee76043883d457bb60d2030ba48c546218b190a965e409edfb61f1cc244"
"RCEP","840734","8407347300","- - - - - Of a cylinder capacity exceeding 3,000 c","0.0%","JKDM_HS_Explorer_RCEP_840734_RATE_2026.html","76988ee76043883d457bb60d2030ba48c546218b190a965e409edfb61f1cc244"
"RCEP","840734","8407349100","- - - - For pedestrian controlled tractors, of a c","0.0%","JKDM_HS_Explorer_RCEP_840734_RATE_2026.html","76988ee76043883d457bb60d2030ba48c546218b190a965e409edfb61f1cc244"
"RCEP","840734","8407349200","- - - - For other vehicles of heading 87.01","0.0%","JKDM_HS_Explorer_RCEP_840734_RATE_2026.html","76988ee76043883d457bb60d2030ba48c546218b190a965e409edfb61f1cc244"
"RCEP","840734","8407349300","- - - - For vehicles of heading 87.11","0.0%","JKDM_HS_Explorer_RCEP_840734_RATE_2026.html","76988ee76043883d457bb60d2030ba48c546218b190a965e409edfb61f1cc244"
"RCEP","840734","8407349400","- - - - - Of a cylinder capacity not exceeding 2,0","0.0%","JKDM_HS_Explorer_RCEP_840734_RATE_2026.html","76988ee76043883d457bb60d2030ba48c546218b190a965e409edfb61f1cc244"
"RCEP","840734","8407349500","- - - - - Of a cylinder capacity exceeding 2,000 c","0.0%","JKDM_HS_Explorer_RCEP_840734_RATE_2026.html","76988ee76043883d457bb60d2030ba48c546218b190a965e409edfb61f1cc244"
"RCEP","840734","8407349900","- - - - - Of a cylinder capacity exceeding 3,000 c","0.0%","JKDM_HS_Explorer_RCEP_840734_RATE_2026.html","76988ee76043883d457bb60d2030ba48c546218b190a965e409edfb61f1cc244"
"RCEP","840820","8408201000","- - - For vehicles of subheading 8701.10","0.0%","JKDM_HS_Explorer_RCEP_840820_RATE_2026.html","c007859a3cdd949a3fe9be7a2df9caf8c8d37b1a12e6f45b132eabdc5181bfc0"
"RCEP","840820","8408202100","- - - - Of a cylinder capacity not exceeding 2,00","0.0%","JKDM_HS_Explorer_RCEP_840820_RATE_2026.html","c007859a3cdd949a3fe9be7a2df9caf8c8d37b1a12e6f45b132eabdc5181bfc0"
"RCEP","840820","8408202200","- - - - Of a cylinder capacity exceeding 2,000 cc","0.0%","JKDM_HS_Explorer_RCEP_840820_RATE_2026.html","c007859a3cdd949a3fe9be7a2df9caf8c8d37b1a12e6f45b132eabdc5181bfc0"
"RCEP","840820","8408202300","- - - - Of a cylinder capacity exceeding 3,500 cc","0.0%","JKDM_HS_Explorer_RCEP_840820_RATE_2026.html","c007859a3cdd949a3fe9be7a2df9caf8c8d37b1a12e6f45b132eabdc5181bfc0"
"RCEP","840820","8408209300","- - - For the vehicles of subheading 8701.10","0.0%","JKDM_HS_Explorer_RCEP_840820_RATE_2026.html","c007859a3cdd949a3fe9be7a2df9caf8c8d37b1a12e6f45b132eabdc5181bfc0"
"RCEP","840820","8408209400","- - - - Of a cylinder capacity not exceeding 2,00","0.0%","JKDM_HS_Explorer_RCEP_840820_RATE_2026.html","c007859a3cdd949a3fe9be7a2df9caf8c8d37b1a12e6f45b132eabdc5181bfc0"
"RCEP","840820","8408209500","- - - - Of a cylinder capacity exceeding 2,000 cc","0.0%","JKDM_HS_Explorer_RCEP_840820_RATE_2026.html","c007859a3cdd949a3fe9be7a2df9caf8c8d37b1a12e6f45b132eabdc5181bfc0"
"RCEP","840820","8408209600","- - - - Of a cylinder capacity exceeding 3,500 cc","0.0%","JKDM_HS_Explorer_RCEP_840820_RATE_2026.html","c007859a3cdd949a3fe9be7a2df9caf8c8d37b1a12e6f45b132eabdc5181bfc0"
"RCEP","840991","8409911100","- - - - Carburettors and parts thereof","2.5%","JKDM_HS_Explorer_RCEP_840991_RATE_2026.html","e7703727a4a7f9a873e45efd8dba41a1ba5240c7b87083f1fe86735d643c65f7"
"RCEP","840991","8409911200","- - - - Cylinder blocks; crank cases","0.0%","JKDM_HS_Explorer_RCEP_840991_RATE_2026.html","e7703727a4a7f9a873e45efd8dba41a1ba5240c7b87083f1fe86735d643c65f7"
"RCEP","840991","8409911300","- - - - Cylinder liners, with an internal diameter","15.0%","JKDM_HS_Explorer_RCEP_840991_RATE_2026.html","e7703727a4a7f9a873e45efd8dba41a1ba5240c7b87083f1fe86735d643c65f7"
"RCEP","840991","8409911400","- - - - Other cylinder liners","2.5%","JKDM_HS_Explorer_RCEP_840991_RATE_2026.html","e7703727a4a7f9a873e45efd8dba41a1ba5240c7b87083f1fe86735d643c65f7"
"RCEP","840991","8409911500","- - - - Cylinder heads and head covers","2.5%","JKDM_HS_Explorer_RCEP_840991_RATE_2026.html","e7703727a4a7f9a873e45efd8dba41a1ba5240c7b87083f1fe86735d643c65f7"
"RCEP","840991","8409911600","- - - - Pistons, with an external diameter of 50 m","15.0%","JKDM_HS_Explorer_RCEP_840991_RATE_2026.html","e7703727a4a7f9a873e45efd8dba41a1ba5240c7b87083f1fe86735d643c65f7"
